UniqueNo,SampleCode,Genus,Species,Sex,ColMonth,ColDay,ColYear,TRANSECT,TRAP,SITE
421921,0113521A,Cymothoe,egesta,f,Feb,16,2005,1,3,1
440790,0113544A,Cymothoe,egesta,m,Mar,7,2006,1,3,1
440841,0114545A,Cymothoe,egesta,m,Mar,28,2006,1,4,1
441004,0122547A,Cymothoe,egesta,m,May,9,2006,2,2,1
422113,0123521A,Cymothoe,egesta,f,Feb,16,2005,2,3,1
441007,0131542B,Cymothoe,egesta,m,Jan,25,2006,3,1,1
440291,0131547A,Cymothoe,egesta,f,May,9,2006,3,1,1
440947,0131547A,Cymothoe,egesta,f,May,9,2006,3,1,1
440959,0132542B,Cymothoe,egesta,m,Jan,25,2006,3,2,1
440946,0132545A,Cymothoe,egesta,f,Mar,28,2006,3,2,1
440738,0132546B,Cymothoe,egesta,f,Apr,19,2006,3,2,1
440949,0132546B,Cymothoe,egesta,f,Apr,19,2006,3,2,1
422129,0133536A,Cymothoe,egesta,f,Oct,25,2005,3,3,1
440452,0133542A,Cymothoe,egesta,m,Jan,24,2006,3,3,1
440849,0133545B,Cymothoe,egesta,m,Mar,29,2006,3,3,1
440721,0134546A,Cymothoe,egesta,m,Apr,18,2006,3,4,1
440817,0134546A,Cymothoe,egesta,f,Apr,18,2006,3,4,1
422076,0242534A,Cymothoe,egesta,m,Aug,16,2005,4,2,2
440429,0521541B,Cymothoe,egesta,m,Feb,3,2006,2,1,5
440318,0532541B,Cymothoe,egesta,m,Feb,3,2006,3,2,5
459046,0122546A,Cymothoe,fumana,m,Apr,18,2006,2,2,1
459126,0124546A,Cymothoe,fumana,f,Apr,18,2006,2,4,1
459409,0131547A,Cymothoe,fumana,f,May,9,2006,3,1,1
459048,0143546A,Cymothoe,fumana,f,Apr,18,2006,4,3,1
461403,0114547B,Cymothoe,mabillei,m,May,10,2006,1,4,1
460981,0121543A,Cymothoe,mabillei,m,Feb,14,2006,2,1,1
460964,0122546A,Cymothoe,mabillei,m,Apr,18,2006,2,2,1
460835,0231546B,Cymothoe,mabillei,f,Apr,20,2006,3,1,2
460878,0241544A,Cymothoe,mabillei,m,Mar,8,2006,4,1,2
461446,0241547A,Cymothoe,mabillei,m,May,10,2006,4,1,2
461207,0242545A,Cymothoe,mabillei,m,Mar,29,2006,4,2,2
460800,0243542A,Cymothoe,mabillei,f,Jan,25,2006,4,3,2
461435,0243542A,Cymothoe,mabillei,m,Jan,25,2006,4,3,2
460761,0243543A,Cymothoe,mabillei,m,Feb,15,2006,4,3,2
460875,0244543B,Cymothoe,mabillei,m,Feb,16,2006,4,4,2
460755,0244544A,Cymothoe,mabillei,m,Mar,8,2006,4,4,2
460766,0244545B,Cymothoe,mabillei,m,Mar,30,2006,4,4,2
461562,0244545B,Cymothoe,mabillei,f,Mar,30,2006,4,4,2
460838,0244546A,Cymothoe,mabillei,m,Apr,19,2006,4,4,2
460833,0411544B,Cymothoe,mabillei,m,Mar,16,2006,1,1,4
461247,0412546B,Cymothoe,mabillei,f,Apr,27,2006,1,2,4
461408,0421544B,Cymothoe,mabillei,m,Mar,16,2006,2,1,4
461501,0422545A,Cymothoe,mabillei,m,Apr,5,2006,2,2,4
460877,0424546A,Cymothoe,mabillei,m,Apr,26,2006,2,4,4
461210,0711544A,Cymothoe,mabillei,f,Mar,30,2006,1,1,7
461280,0711544A,Cymothoe,mabillei,m,Mar,30,2006,1,1,7
461120,0711545A,Cymothoe,mabillei,m,Apr,20,2006,1,1,7
461288,0712544A,Cymothoe,mabillei,m,Mar,30,2006,1,2,7
461523,0712545A,Cymothoe,mabillei,m,Apr,20,2006,1,2,7
461359,0713542A,Cymothoe,mabillei,f,Feb,16,2006,1,3,7
460874,0714541A,Cymothoe,mabillei,m,Jan,26,2006,1,4,7
460938,0721542B,Cymothoe,mabillei,m,Feb,17,2006,2,1,7
460782,0722545A,Cymothoe,mabillei,m,Apr,20,2006,2,2,7
461326,0722545A,Cymothoe,mabillei,f,Apr,20,2006,2,2,7
460799,0722545B,Cymothoe,mabillei,f,Apr,21,2006,2,2,7
460911,0722545B,Cymothoe,mabillei,f,Apr,21,2006,2,2,7
461539,0722545B,Cymothoe,mabillei,m,Apr,21,2006,2,2,7
461524,0724545A,Cymothoe,mabillei,m,Apr,20,2006,2,4,7
461486,0732545A,Cymothoe,mabillei,m,Apr,20,2006,3,2,7
460925,0733545A,Cymothoe,mabillei,m,Apr,20,2006,3,3,7
461442,0734544A,Cymothoe,mabillei,f,Mar,30,2006,3,4,7
461556,0734544A,Cymothoe,mabillei,f,Mar,30,2006,3,4,7
460758,0734544B,Cymothoe,mabillei,m,Mar,31,2006,3,4,7
416930,0111531A,Elymniopsis,bammakoo,m,Jul,28,2005,1,1,1
417156,0111537A,Elymniopsis,bammakoo,m,Nov,15,2005,1,1,1
438119,0111543B,Elymniopsis,bammakoo,m,Feb,15,2006,1,1,1
437185,0111545A,Elymniopsis,bammakoo,m,Mar,28,2006,1,1,1
439092,0111545B,Elymniopsis,bammakoo,m,Mar,29,2006,1,1,1
435925,0111546A,Elymniopsis,bammakoo,m,Apr,18,2006,1,1,1
435641,0111547B,Elymniopsis,bammakoo,f,May,10,2006,1,1,1
437880,0112542A,Elymniopsis,bammakoo,m,Jan,24,2006,1,2,1
439062,0114545B,Elymniopsis,bammakoo,f,Mar,29,2006,1,4,1
438411,0123545A,Elymniopsis,bammakoo,f,Mar,28,2006,2,3,1
435597,0131544A,Elymniopsis,bammakoo,m,Mar,7,2006,3,1,1
438981,0132547A,Elymniopsis,bammakoo,m,May,9,2006,3,2,1
437652,0133545B,Elymniopsis,bammakoo,f,Mar,29,2006,3,3,1
436400,0142547A,Elymniopsis,bammakoo,m,May,9,2006,4,2,1
435472,0143543A,Elymniopsis,bammakoo,f,Feb,14,2006,4,3,1
437532,0144545B,Elymniopsis,bammakoo,f,Mar,29,2006,4,4,1
435049,0144547A,Elymniopsis,bammakoo,m,May,9,2006,4,4,1
411936,0145521A,Elymniopsis,bammakoo,m,Feb,16,2005,4,5,1
403534,0211536A,Elymniopsis,bammakoo,m,Sep,14,2005,1,1,2
409355,02125310A,Elymniopsis,bammakoo,m,Nov,23,2005,1,2,2
411092,02125311A,Elymniopsis,bammakoo,m,Dec,14,2005,1,2,2
436354,0212543B,Elymniopsis,bammakoo,m,Feb,16,2006,1,2,2
429567,0213541B,Elymniopsis,bammakoo,m,Jan,5,2006,1,3,2
408289,02215310A,Elymniopsis,bammakoo,m,Nov,23,2005,2,1,2
416842,0221536B,Elymniopsis,bammakoo,f,Sep,15,2005,2,1,2
437505,0221546B,Elymniopsis,bammakoo,m,Apr,20,2006,2,1,2
398900,02225311A,Elymniopsis,bammakoo,m,Dec,14,2005,2,2,2
438921,0222541B,Elymniopsis,bammakoo,m,Jan,5,2006,2,2,2
410313,0224533B,Elymniopsis,bammakoo,m,Aug,10,2005,2,4,2
437585,0231541A,Elymniopsis,bammakoo,m,Jan,4,2006,3,1,2
438842,0231541A,Elymniopsis,bammakoo,m,Jan,4,2006,3,1,2
436664,0231542B,Elymniopsis,bammakoo,m,Jan,26,2006,3,1,2
418149,02325311B,Elymniopsis,bammakoo,f,Dec,15,2005,3,2,2
434151,0232544A,Elymniopsis,bammakoo,m,Mar,8,2006,3,2,2
410262,0233538A,Elymniopsis,bammakoo,m,Oct,12,2005,3,3,2
437141,0233542A,Elymniopsis,bammakoo,m,Jan,25,2006,3,3,2
437501,0233542A,Elymniopsis,bammakoo,m,Jan,25,2006,3,3,2
438196,0233542A,Elymniopsis,bammakoo,m,Jan,25,2006,3,3,2
438538,0233542A,Elymniopsis,bammakoo,m,Jan,25,2006,3,3,2
436099,0233543A,Elymniopsis,bammakoo,m,Feb,15,2006,3,3,2
437839,0233544A,Elymniopsis,bammakoo,f,Mar,8,2006,3,3,2
438822,0233544A,Elymniopsis,bammakoo,f,Mar,8,2006,3,3,2
438893,0233544A,Elymniopsis,bammakoo,m,Mar,8,2006,3,3,2
439053,0233546A,Elymniopsis,bammakoo,m,Apr,19,2006,3,3,2
434710,0233547A,Elymniopsis,bammakoo,m,May,10,2006,3,3,2
417087,02345311B,Elymniopsis,bammakoo,m,Dec,15,2005,3,4,2
396262,0234533B,Elymniopsis,bammakoo,m,Aug,10,2005,3,4,2
418108,0234539A,Elymniopsis,bammakoo,f,Nov,2,2005,3,4,2
438733,0234541B,Elymniopsis,bammakoo,m,Jan,5,2006,3,4,2
435506,0234544B,Elymniopsis,bammakoo,m,Mar,9,2006,3,4,2
434654,0234547A,Elymniopsis,bammakoo,m,May,10,2006,3,4,2
417116,02415310B,Elymniopsis,bammakoo,m,Nov,24,2005,4,1,2
436496,0241541B,Elymniopsis,bammakoo,m,Jan,5,2006,4,1,2
416993,02425311B,Elymniopsis,bammakoo,m,Dec,15,2005,4,2,2
416865,0242535B,Elymniopsis,bammakoo,m,Sep,1,2005,4,2,2
437425,0242542B,Elymniopsis,bammakoo,f,Jan,26,2006,4,2,2
434355,0243542B,Elymniopsis,bammakoo,m,Jan,26,2006,4,3,2
436301,0243544A,Elymniopsis,bammakoo,m,Mar,8,2006,4,3,2
434489,0243545B,Elymniopsis,bammakoo,m,Mar,30,2006,4,3,2
417642,02445311B,Elymniopsis,bammakoo,f,Dec,15,2005,4,4,2
417097,0244533A,Elymniopsis,bammakoo,m,Aug,9,2005,4,4,2
417058,0244534A,Elymniopsis,bammakoo,m,Aug,16,2005,4,4,2
403887,0244539A,Elymniopsis,bammakoo,m,Nov,2,2005,4,4,2
413134,0244539A,Elymniopsis,bammakoo,m,Nov,2,2005,4,4,2
436411,0244543B,Elymniopsis,bammakoo,m,Feb,16,2006,4,4,2
437816,0244544B,Elymniopsis,bammakoo,f,Mar,9,2006,4,4,2
437852,0244547A,Elymniopsis,bammakoo,m,May,10,2006,4,4,2
417901,0311534A,Elymniopsis,bammakoo,m,Oct,11,2005,1,1,3
438816,0312543A,Elymniopsis,bammakoo,f,Feb,28,2006,1,2,3
438919,0313544B,Elymniopsis,bammakoo,f,Mar,22,2006,1,3,3
417047,0314535A,Elymniopsis,bammakoo,m,Nov,1,2005,1,4,3
394111,0314537A,Elymniopsis,bammakoo,m,Dec,13,2005,1,4,3
439241,0314542A,Elymniopsis,bammakoo,m,Feb,7,2006,1,4,3
436744,0314542B,Elymniopsis,bammakoo,m,Feb,8,2006,1,4,3
434985,0314545B,Elymniopsis,bammakoo,m,Apr,12,2006,1,4,3
417971,0321535A,Elymniopsis,bammakoo,m,Nov,1,2005,2,1,3
435077,0321542B,Elymniopsis,bammakoo,f,Feb,8,2006,2,1,3
417722,0322536A,Elymniopsis,bammakoo,m,Nov,22,2005,2,2,3
437126,0322542B,Elymniopsis,bammakoo,m,Feb,8,2006,2,2,3
435708,0322543B,Elymniopsis,bammakoo,f,Mar,1,2006,2,2,3
435024,0322544B,Elymniopsis,bammakoo,m,Mar,22,2006,2,2,3
435706,0322545A,Elymniopsis,bammakoo,m,Apr,11,2006,2,2,3
438836,0322546A,Elymniopsis,bammakoo,m,May,2,2006,2,2,3
417099,0411539B,Elymniopsis,bammakoo,m,Dec,1,2005,1,1,4
434988,0411543A,Elymniopsis,bammakoo,m,Feb,22,2006,1,1,4
438934,0412546A,Elymniopsis,bammakoo,f,Apr,26,2006,1,2,4
434153,0413542B,Elymniopsis,bammakoo,f,Feb,1,2006,1,3,4
434560,0414542A,Elymniopsis,bammakoo,m,Jan,31,2006,1,4,4
434694,0414544A,Elymniopsis,bammakoo,m,Mar,15,2006,1,4,4
435848,0414546A,Elymniopsis,bammakoo,m,Apr,26,2006,1,4,4
406458,0422535A,Elymniopsis,bammakoo,m,Aug,24,2005,2,2,4
435189,0422542B,Elymniopsis,bammakoo,m,Feb,1,2006,2,2,4
434679,0424542A,Elymniopsis,bammakoo,m,Jan,31,2006,2,4,4
436719,0511543A,Elymniopsis,bammakoo,m,Mar,16,2006,1,1,5
417090,0512534A,Elymniopsis,bammakoo,f,Sep,27,2005,1,2,5
439020,0513542B,Elymniopsis,bammakoo,m,Feb,24,2006,1,3,5
438124,0521541A,Elymniopsis,bammakoo,m,Feb,2,2006,2,1,5
438630,0521542B,Elymniopsis,bammakoo,m,Feb,24,2006,2,1,5
437151,0521543B,Elymniopsis,bammakoo,m,Mar,17,2006,2,1,5
410942,0523531A,Elymniopsis,bammakoo,f,Jul,5,2005,2,3,5
412732,0524537A,Elymniopsis,bammakoo,f,Dec,1,2005,2,4,5
418123,0524537A,Elymniopsis,bammakoo,m,Dec,1,2005,2,4,5
417270,0524537B,Elymniopsis,bammakoo,m,Dec,2,2005,2,4,5
436477,0524541B,Elymniopsis,bammakoo,m,Feb,3,2006,2,4,5
431483,0533541B,Elymniopsis,bammakoo,f,Feb,3,2006,3,3,5
434839,0533542B,Elymniopsis,bammakoo,m,Feb,24,2006,3,3,5
436636,0533542B,Elymniopsis,bammakoo,m,Feb,24,2006,3,3,5
412996,0611534B,Elymniopsis,bammakoo,m,Sep,28,2005,1,1,6
418085,0611536B,Elymniopsis,bammakoo,f,Nov,9,2005,1,1,6
438537,0611543A,Elymniopsis,bammakoo,f,Mar,14,2006,1,1,6
416628,0621537A,Elymniopsis,bammakoo,m,Nov,29,2005,2,1,6
436853,0623541B,Elymniopsis,bammakoo,m,Feb,1,2006,2,3,6
405752,0631537A,Elymniopsis,bammakoo,f,Nov,29,2005,3,1,6
436122,0631542B,Elymniopsis,bammakoo,m,Feb,22,2006,3,1,6
437663,0631544A,Elymniopsis,bammakoo,f,Apr,4,2006,3,1,6
405465,0632536B,Elymniopsis,bammakoo,m,Nov,9,2005,3,2,6
417817,0711535B,Elymniopsis,bammakoo,m,Oct,7,2005,1,1,7
439001,0711541B,Elymniopsis,bammakoo,m,Jan,27,2006,1,1,7
434798,0711543A,Elymniopsis,bammakoo,m,Mar,9,2006,1,1,7
436701,0711545A,Elymniopsis,bammakoo,m,Apr,20,2006,1,1,7
418125,0712536A,Elymniopsis,bammakoo,m,Oct,27,2005,1,2,7
416724,0712537A,Elymniopsis,bammakoo,m,Nov,17,2005,1,2,7
434522,0712543A,Elymniopsis,bammakoo,f,Mar,9,2006,1,2,7
416893,0713537A,Elymniopsis,bammakoo,m,Nov,17,2005,1,3,7
417294,0713537B,Elymniopsis,bammakoo,m,Nov,18,2005,1,3,7
434383,0713543A,Elymniopsis,bammakoo,m,Mar,9,2006,1,3,7
439086,0713546B,Elymniopsis,bammakoo,m,May,12,2006,1,3,7
393926,0714533B,Elymniopsis,bammakoo,f,Sep,9,2005,1,4,7
406233,0714533B,Elymniopsis,bammakoo,m,Sep,9,2005,1,4,7
407947,0714534A,Elymniopsis,bammakoo,m,Sep,22,2005,1,4,7
434162,0714541A,Elymniopsis,bammakoo,m,Jan,26,2006,1,4,7
435213,0721542A,Elymniopsis,bammakoo,m,Feb,16,2006,2,1,7
434495,0721542B,Elymniopsis,bammakoo,f,Feb,17,2006,2,1,7
439035,0721542B,Elymniopsis,bammakoo,f,Feb,17,2006,2,1,7
435281,0721544B,Elymniopsis,bammakoo,m,Mar,31,2006,2,1,7
416904,0722534B,Elymniopsis,bammakoo,m,Sep,23,2005,2,2,7
436938,0722542A,Elymniopsis,bammakoo,m,Feb,16,2006,2,2,7
434862,0722542B,Elymniopsis,bammakoo,f,Feb,17,2006,2,2,7
438296,0722543A,Elymniopsis,bammakoo,m,Mar,9,2006,2,2,7
416909,0723536B,Elymniopsis,bammakoo,m,Oct,28,2005,2,3,7
437994,0723541B,Elymniopsis,bammakoo,m,Jan,27,2006,2,3,7
407441,0731534B,Elymniopsis,bammakoo,m,Sep,23,2005,3,1,7
435173,0731541B,Elymniopsis,bammakoo,m,Jan,27,2006,3,1,7
435955,0731543B,Elymniopsis,bammakoo,f,Mar,10,2006,3,1,7
436891,0731544B,Elymniopsis,bammakoo,m,Mar,31,2006,3,1,7
418126,0732531B,Elymniopsis,bammakoo,m,Jul,15,2005,3,2,7
418136,0732534B,Elymniopsis,bammakoo,m,Sep,23,2005,3,2,7
417694,0732535B,Elymniopsis,bammakoo,m,Oct,7,2005,3,2,7
418135,0732536A,Elymniopsis,bammakoo,m,Oct,27,2005,3,2,7
434826,0732543A,Elymniopsis,bammakoo,m,Mar,9,2006,3,2,7
416723,0734535B,Elymniopsis,bammakoo,m,Oct,7,2005,3,4,7
410854,0734536A,Elymniopsis,bammakoo,m,Oct,27,2005,3,4,7
466438,0111532A,Euphaedra,ceres,f,Aug,23,2005,1,1,1
465576,0111545A,Euphaedra,ceres,m,Mar,28,2006,1,1,1
464743,0111547B,Euphaedra,ceres,m,May,10,2006,1,1,1
466470,0112531A,Euphaedra,ceres,m,Jul,28,2005,1,2,1
465044,0121521A,Euphaedra,ceres,m,Feb,16,2005,2,1,1
466961,0121536A,Euphaedra,ceres,f,Oct,25,2005,2,1,1
466232,0122531A,Euphaedra,ceres,m,Jul,28,2005,2,2,1
466423,0122531A,Euphaedra,ceres,m,Jul,28,2005,2,2,1
466430,0122531B,Euphaedra,ceres,f,Jul,29,2005,2,2,1
466542,0122547B,Euphaedra,ceres,m,May,10,2006,2,2,1
466272,0123531A,Euphaedra,ceres,m,Jul,28,2005,2,3,1
467554,0124535B,Euphaedra,ceres,m,Oct,5,2005,2,4,1
465298,0131521A,Euphaedra,ceres,m,Feb,16,2005,3,1,1
467464,0131536A,Euphaedra,ceres,f,Oct,25,2005,3,1,1
468013,0134545A,Euphaedra,ceres,m,Mar,28,2006,3,4,1
466813,0134547A,Euphaedra,ceres,m,May,9,2006,3,4,1
467038,0143536A,Euphaedra,ceres,f,Oct,25,2005,4,3,1
465816,0144521A,Euphaedra,ceres,f,Feb,16,2005,4,4,1
464619,0211531B,Euphaedra,ceres,m,Jun,16,2005,1,1,2
466707,0211533B,Euphaedra,ceres,f,Aug,10,2005,1,1,2
465890,0211534A,Euphaedra,ceres,m,Aug,16,2005,1,1,2
465420,0212532B,Euphaedra,ceres,m,Jul,24,2005,1,2,2
464810,0212546A,Euphaedra,ceres,m,Apr,19,2006,1,2,2
466081,0212551B,Euphaedra,ceres,m,Jun,1,2006,1,2,2
466274,0213532B,Euphaedra,ceres,m,Jul,24,2005,1,3,2
465611,0214532A,Euphaedra,ceres,m,Jul,23,2005,1,4,2
466709,0221531B,Euphaedra,ceres,m,Jun,16,2005,2,1,2
466964,0221533B,Euphaedra,ceres,m,Aug,10,2005,2,1,2
465936,0222533B,Euphaedra,ceres,f,Aug,10,2005,2,2,2
465389,0222534B,Euphaedra,ceres,m,Aug,17,2005,2,2,2
466799,0222538A,Euphaedra,ceres,m,Oct,12,2005,2,2,2
465008,0222538B,Euphaedra,ceres,m,Oct,13,2005,2,2,2
465302,0222539B,Euphaedra,ceres,m,Nov,3,2005,2,2,2
467890,02245310B,Euphaedra,ceres,m,Nov,24,2005,2,4,2
464862,02245311A,Euphaedra,ceres,m,Dec,14,2005,2,4,2
466483,0224543B,Euphaedra,ceres,f,Feb,16,2006,2,4,2
465874,02315310B,Euphaedra,ceres,m,Nov,24,2005,3,1,2
465131,0231532B,Euphaedra,ceres,m,Jul,24,2005,3,1,2
466114,0231532B,Euphaedra,ceres,m,Jul,24,2005,3,1,2
466895,0231532B,Euphaedra,ceres,m,Jul,24,2005,3,1,2
466930,0231532B,Euphaedra,ceres,f,Jul,24,2005,3,1,2
465235,0231533A,Euphaedra,ceres,f,Aug,9,2005,3,1,2
465732,0231533A,Euphaedra,ceres,f,Aug,9,2005,3,1,2
466421,0231534A,Euphaedra,ceres,f,Aug,16,2005,3,1,2
466258,0231535B,Euphaedra,ceres,m,Sep,1,2005,3,1,2
465341,0231536B,Euphaedra,ceres,m,Sep,15,2005,3,1,2
467851,0231536B,Euphaedra,ceres,m,Sep,15,2005,3,1,2
465095,0231537A,Euphaedra,ceres,m,Sep,28,2005,3,1,2
467310,0231538B,Euphaedra,ceres,f,Oct,13,2005,3,1,2
465887,0231546A,Euphaedra,ceres,m,Apr,19,2006,3,1,2
466398,0231547B,Euphaedra,ceres,m,May,11,2006,3,1,2
467457,0231551A,Euphaedra,ceres,m,May,31,2006,3,1,2
466869,0231551B,Euphaedra,ceres,f,Jun,1,2006,3,1,2
465009,0232534A,Euphaedra,ceres,m,Aug,16,2005,3,2,2
467535,0232538A,Euphaedra,ceres,m,Oct,12,2005,3,2,2
465580,0232547A,Euphaedra,ceres,m,May,10,2006,3,2,2
467175,0232551B,Euphaedra,ceres,f,Jun,1,2006,3,2,2
465030,0233533A,Euphaedra,ceres,f,Aug,9,2005,3,3,2
465046,0233533B,Euphaedra,ceres,m,Aug,10,2005,3,3,2
464935,0233539A,Euphaedra,ceres,m,Nov,2,2005,3,3,2
465396,0233543B,Euphaedra,ceres,f,Feb,16,2006,3,3,2
465002,02345310A,Euphaedra,ceres,m,Nov,23,2005,3,4,2
466735,0234532B,Euphaedra,ceres,m,Jul,24,2005,3,4,2
467334,0234536B,Euphaedra,ceres,f,Sep,15,2005,3,4,2
466321,0234546B,Euphaedra,ceres,m,Apr,20,2006,3,4,2
467935,02415310B,Euphaedra,ceres,m,Nov,24,2005,4,1,2
466040,0241531B,Euphaedra,ceres,f,Jun,16,2005,4,1,2
467373,0241531B,Euphaedra,ceres,f,Jun,16,2005,4,1,2
467467,0241531B,Euphaedra,ceres,m,Jun,16,2005,4,1,2
466242,0241533B,Euphaedra,ceres,f,Aug,10,2005,4,1,2
466357,0241539A,Euphaedra,ceres,m,Nov,2,2005,4,1,2
464851,0242533A,Euphaedra,ceres,m,Aug,9,2005,4,2,2
465385,0242533A,Euphaedra,ceres,m,Aug,9,2005,4,2,2
466492,0242534B,Euphaedra,ceres,m,Aug,17,2005,4,2,2
464628,0242544B,Euphaedra,ceres,f,Mar,9,2006,4,2,2
464903,0242551B,Euphaedra,ceres,m,Jun,1,2006,4,2,2
466445,0243533B,Euphaedra,ceres,f,Aug,10,2005,4,3,2
465877,0243537B,Euphaedra,ceres,m,Sep,29,2005,4,3,2
465005,0243539A,Euphaedra,ceres,m,Nov,2,2005,4,3,2
466005,0243543A,Euphaedra,ceres,f,Feb,15,2006,4,3,2
466214,0243543A,Euphaedra,ceres,m,Feb,15,2006,4,3,2
465849,0243545A,Euphaedra,ceres,m,Mar,29,2006,4,3,2
466539,0243551A,Euphaedra,ceres,m,May,31,2006,4,3,2
464815,0244533B,Euphaedra,ceres,f,Aug,10,2005,4,4,2
465635,0244533B,Euphaedra,ceres,m,Aug,10,2005,4,4,2
466462,0244533B,Euphaedra,ceres,m,Aug,10,2005,4,4,2
466685,0244533B,Euphaedra,ceres,m,Aug,10,2005,4,4,2
467265,0244536A,Euphaedra,ceres,m,Sep,14,2005,4,4,2
466001,0244538A,Euphaedra,ceres,m,Oct,12,2005,4,4,2
466839,0244538B,Euphaedra,ceres,m,Oct,13,2005,4,4,2
464829,0244539A,Euphaedra,ceres,m,Nov,2,2005,4,4,2
466548,0244539A,Euphaedra,ceres,m,Nov,2,2005,4,4,2
464662,0244545A,Euphaedra,ceres,f,Mar,29,2006,4,4,2
465136,0244546A,Euphaedra,ceres,m,Apr,19,2006,4,4,2
465220,0244546A,Euphaedra,ceres,f,Apr,19,2006,4,4,2
465666,0244546B,Euphaedra,ceres,f,Apr,20,2006,4,4,2
465706,0244551A,Euphaedra,ceres,m,May,31,2006,4,4,2
466188,0244551A,Euphaedra,ceres,m,May,31,2006,4,4,2
466132,0244551B,Euphaedra,ceres,f,Jun,1,2006,4,4,2
465555,0311543A,Euphaedra,ceres,m,Feb,28,2006,1,1,3
466226,0311544B,Euphaedra,ceres,m,Mar,22,2006,1,1,3
466802,0312545B,Euphaedra,ceres,m,Apr,12,2006,1,2,3
467549,0313545B,Euphaedra,ceres,m,Apr,12,2006,1,3,3
465140,0314531B,Euphaedra,ceres,f,Sep,2,2005,1,4,3
464951,0314543B,Euphaedra,ceres,m,Mar,1,2006,1,4,3
465266,0321533A,Euphaedra,ceres,m,Sep,29,2005,2,1,3
466998,0321533B,Euphaedra,ceres,f,Sep,30,2005,2,1,3
465357,0321543B,Euphaedra,ceres,f,Mar,1,2006,2,1,3
465554,0321543B,Euphaedra,ceres,m,Mar,1,2006,2,1,3
466630,0321544B,Euphaedra,ceres,f,Mar,22,2006,2,1,3
464881,0321545B,Euphaedra,ceres,m,Apr,12,2006,2,1,3
466213,0321545B,Euphaedra,ceres,f,Apr,12,2006,2,1,3
465856,0322531A,Euphaedra,ceres,m,Sep,1,2005,2,2,3
465122,0322537A,Euphaedra,ceres,f,Dec,13,2005,2,2,3
467220,0322544A,Euphaedra,ceres,f,Mar,21,2006,2,2,3
466499,0322545B,Euphaedra,ceres,m,Apr,12,2006,2,2,3
466586,0323534B,Euphaedra,ceres,m,Oct,12,2005,2,3,3
467225,0323545A,Euphaedra,ceres,m,Apr,11,2006,2,3,3
467380,0323546A,Euphaedra,ceres,m,May,2,2006,2,3,3
465042,0411532B,Euphaedra,ceres,f,Jul,15,2005,1,1,4
465964,0411537A,Euphaedra,ceres,f,Sep,21,2005,1,1,4
464816,0411545B,Euphaedra,ceres,f,Apr,6,2006,1,1,4
464749,0411546A,Euphaedra,ceres,f,Apr,26,2006,1,1,4
466552,0414531B,Euphaedra,ceres,f,Jun,30,2005,1,4,4
465589,0414534A,Euphaedra,ceres,m,Aug,18,2005,1,4,4
466157,0414535A,Euphaedra,ceres,f,Aug,24,2005,1,4,4
465955,0414546B,Euphaedra,ceres,m,Apr,27,2006,1,4,4
467510,0421531A,Euphaedra,ceres,f,Jun,29,2005,2,1,4
467856,0421531B,Euphaedra,ceres,m,Jun,30,2005,2,1,4
465150,04225310A,Euphaedra,ceres,m,Dec,21,2005,2,2,4
465056,0422537B,Euphaedra,ceres,m,Sep,22,2005,2,2,4
465480,0422546A,Euphaedra,ceres,m,Apr,26,2006,2,2,4
466526,0422547A,Euphaedra,ceres,f,May,17,2006,2,2,4
467566,0423531B,Euphaedra,ceres,m,Jun,30,2005,2,3,4
465474,0423532B,Euphaedra,ceres,m,Jul,15,2005,2,3,4
467896,0424542A,Euphaedra,ceres,m,Jan,31,2006,2,4,4
466828,0424545B,Euphaedra,ceres,m,Apr,6,2006,2,4,4
465164,0511532A,Euphaedra,ceres,f,Aug,30,2005,1,1,5
465444,0511545A,Euphaedra,ceres,m,Apr,27,2006,1,1,5
464684,0512531A,Euphaedra,ceres,m,Jul,5,2005,1,2,5
466647,0512536B,Euphaedra,ceres,m,Nov,11,2005,1,2,5
465169,0512546A,Euphaedra,ceres,m,May,18,2006,1,2,5
464738,0512546B,Euphaedra,ceres,f,May,19,2006,1,2,5
467934,0513531B,Euphaedra,ceres,m,Jul,6,2005,1,3,5
466534,0513532B,Euphaedra,ceres,f,Aug,31,2005,1,3,5
464975,0513535B,Euphaedra,ceres,m,Oct,21,2005,1,3,5
468036,0513545B,Euphaedra,ceres,m,Apr,28,2006,1,3,5
464913,0513546A,Euphaedra,ceres,m,May,18,2006,1,3,5
466451,0513546A,Euphaedra,ceres,m,May,18,2006,1,3,5
464710,0513546B,Euphaedra,ceres,f,May,19,2006,1,3,5
465737,0514536A,Euphaedra,ceres,f,Nov,10,2005,1,4,5
466846,0514541A,Euphaedra,ceres,m,Feb,2,2006,1,4,5
467980,0514542B,Euphaedra,ceres,m,Feb,24,2006,1,4,5
466454,0521531A,Euphaedra,ceres,f,Jul,5,2005,2,1,5
466716,0521531A,Euphaedra,ceres,m,Jul,5,2005,2,1,5
467883,0521531A,Euphaedra,ceres,f,Jul,5,2005,2,1,5
465309,0521532B,Euphaedra,ceres,m,Aug,31,2005,2,1,5
466628,0521534A,Euphaedra,ceres,f,Sep,27,2005,2,1,5
465794,0521534B,Euphaedra,ceres,m,Sep,28,2005,2,1,5
467017,0521538B,Euphaedra,ceres,m,Dec,23,2005,2,1,5
